TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 Payer,Cost,2021,All,Medi-Cal,22.0,50242092101.0,Hemlibra,"1,043",150,"$33,319,484","$15,485.91",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,23.0,74055402.0,Humira (2 Pen),"4,143",604,"$31,173,498","$2,872.07",3,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,24.0,59148001971.0,Abilify Maintena,"12,986","2,021","$30,358,088","$2,335.96",1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medi-Cal,25.0,944304610.0,Advate,565,148,"$29,047,782",$1.36,"37,839",EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2021,All,Medicare,1.0,3089421.0,Eliquis,"830,675","177,609","$667,398,624",$8.48,95,EA,$37.00,$4.00,$77.22,7.5%
Top 25 Payer,Cost,2021,All,Medicare,2.0,3089321.0,Eliquis,"356,445","73,456","$255,160,095",$8.49,84,EA,$26.67,$2.67,$68.93,11.1%
Top 25 Payer,Cost,2021,All,Medicare,3.0,6027731.0,Januvia,"254,108","61,693","$242,875,082",$16.76,57,EA,$3.64,$1.33,$40.00,8.5%
Top 25 Payer,Cost,2021,All,Medicare,4.0,469012599.0,Xtandi,"19,469","3,052","$229,279,596",$101.79,116,EA,$50.51,$2.00,$780.77,10.5%
Top 25 Payer,Cost,2021,All,Medicare,5.0,61958250101.0,Biktarvy,"56,408","7,390","$223,676,710",$115.10,34,EA,$1.50,$0.44,$35.46,21.5%
Top 25 Payer,Cost,2021,All,Medicare,6.0,50458057930.0,Xarelto,"232,568","56,166","$208,424,331",$16.55,54,EA,$35.33,$3.07,$79.51,6.6%
Top 25 Payer,Cost,2021,All,Medicare,7.0,88221905.0,Lantus SoloStar,"374,586","88,932","$198,721,785",$28.12,19,ML,$4.00,$1.33,$31.41,15.8%
Top 25 Payer,Cost,2021,All,Medicare,8.0,2143480.0,Trulicity,"150,853","32,384","$189,020,188",$428.49,3,ML,$4.00,$1.07,$47.00,15.9%
Top 25 Payer,Cost,2021,All,Medicare,9.0,23916360.0,Restasis,"200,413","60,399","$183,548,886",$10.58,87,EA,$4.00,$1.33,$40.00,12.4%
Top 25 Payer,Cost,2021,All,Medicare,10.0,74055402.0,Humira (2 Pen),"25,103","3,669","$181,585,292","$2,987.56",2,EA,$2.67,$0.36,$39.77,20.9%
Top 25 Payer,Cost,2021,All,Medicare,11.0,310135030.0,Tagrisso,"10,803","1,643","$178,012,437",$537.00,31,EA,$15.64,$0.50,$320.86,14.5%
Top 25 Payer,Cost,2021,All,Medicare,12.0,57962042028.0,Imbruvica,"11,902","1,563","$171,819,718",$509.06,28,EA,$696.85,$13.88,$931.10,6.2%
Top 25 Payer,Cost,2021,All,Medicare,13.0,597015330.0,Jardiance,"174,049","47,449","$168,998,090",$18.30,53,EA,$4.03,$1.33,$47.00,10.3%
Top 25 Payer,Cost,2021,All,Medicare,14.0,58406003204.0,Enbrel SureClick,"24,022","3,325","$151,068,929","$1,443.00",4,ML,$8.62,$0.67,$58.94,13.3%
Top 25 Payer,Cost,2021,All,Medicare,15.0,52937000120.0,Vascepa,"323,025","62,027","$142,229,398",$3.00,147,EA,$2.00,$0.67,$4.00,15.7%
Top 25 Payer,Cost,2021,All,Medicare,16.0,597015230.0,Jardiance,"145,835","41,104","$136,382,049",$18.67,50,EA,$4.00,$1.33,$45.00,11.3%
Top 25 Payer,Cost,2021,All,Medicare,17.0,59572041028.0,Revlimid,"7,035","1,115","$129,885,878",$835.10,22,EA,$727.39,$3.87,"$1,117.31",13.9%
Top 25 Payer,Cost,2021,All,Medicare,18.0,2143380.0,Trulicity,"110,263","27,395","$126,392,320",$429.61,3,ML,$4.00,$1.33,$44.03,16.9%
Top 25 Payer,Cost,2021,All,Medicare,19.0,597014030.0,Tradjenta,"155,861","33,061","$124,957,363",$16.76,48,EA,$2.00,$1.03,$20.00,13.4%
Top 25 Payer,Cost,2021,All,Medicare,20.0,597036055.0,Pradaxa,"177,033","52,200","$114,766,046",$4.47,145,EA,$31.33,$10.00,$39.17,2.1%
Top 25 Payer,Cost,2021,All,Medicare,21.0,74433902.0,Humira (2 Pen),"17,192","2,388","$112,764,318","$2,697.05",2,EA,$9.20,$0.67,$40.45,14.1%
Top 25 Payer,Cost,2021,All,Medicare,22.0,59572041000.0,Revlimid,"6,446","1,156","$109,815,821",$845.92,20,EA,$37.94,$7.45,$832.37,11.1%
Top 25 Payer,Cost,2021,All,Medicare,23.0,173088710.0,Trelegy Ellipta,"127,286","29,201","$101,137,414",$10.28,77,EA,$20.00,$3.33,$64.36,10.0%
Top 25 Payer,Cost,2021,All,Medicare,24.0,32301613.0,Creon,"61,250","14,126","$97,415,650",$11.02,144,EA,$3.11,$0.80,$13.33,18.6%
Top 25 Payer,Cost,2021,All,Medicare,25.0,597010061.0,Spiriva Respimat,"173,804","46,615","$94,499,764",$86.30,6,GM,$20.89,$4.00,$47.00,5.6%
Top 25 Payer,Cost,2022,Biologic,Commercial,1.0,74055402.0,Humira (2 Pen),"81,726","10,902","$554,523,917","$2,826.13",2,EA,$150.00,$25.00,$250.00,5.9%
Top 25 Payer,Cost,2022,Biologic,Commercial,2.0,57894006103.0,Stelara,"23,583","4,161","$510,355,129","$20,583.82",1,ML,$85.71,$20.00,$194.44,6.9%
Top 25 Payer,Cost,2022,Biologic,Commercial,3.0,58406003204.0,Enbrel SureClick,"46,311","6,409","$266,647,569","$1,361.38",4,ML,$144.30,$25.00,$250.00,4.1%
Top 25 Payer,Cost,2022,Biologic,Commercial,4.0,74433902.0,Humira (2 Pen),"44,265","5,970","$258,118,086","$2,316.17",3,EA,$40.00,$20.00,$222.82,2.9%
Top 25 Payer,Cost,2022,Biologic,Commercial,5.0,78063941.0,Cosentyx Sensoready (300 MG),"52,061","7,061","$252,946,480","$2,267.22",2,ML,$75.00,$20.00,$250.00,2.7%
Top 25 Payer,Cost,2022,Biologic,Commercial,6.0,24591401.0,Dupixent,"44,260","5,581","$149,096,716",$804.10,4,ML,$127.50,$20.00,$250.00,5.1%
Top 25 Payer,Cost,2022,Biologic,Commercial,7.0,24591502.0,Dupixent,"39,129","6,108","$133,717,654",$787.44,4,ML,$109.87,$20.00,$250.00,6.4%
Top 25 Payer,Cost,2022,Biologic,Commercial,8.0,74210001.0,Skyrizi Pen,"6,239","1,956","$114,530,153","$17,850.71",1,ML,$100.00,$22.17,$250.00,6.3%
Top 25 Payer,Cost,2022,Biologic,Commercial,9.0,57894064011.0,Tremfya,"9,840","2,337","$113,922,226","$10,558.13",1,ML,$75.00,$20.00,$180.38,5.4%
Top 25 Payer,Cost,2022,Biologic,Commercial,10.0,2143480.0,Trulicity,"92,699","16,639","$94,183,777",$415.30,2,ML,$28.00,$16.67,$45.00,5.2%
Top 25 Payer,Cost,2022,Biologic,Commercial,11.0,2144511.0,Taltz,"12,433","1,732","$77,756,508","$5,848.99",1,ML,$150.00,$40.00,$250.00,8.1%
Top 25 Payer,Cost,2022,Biologic,Commercial,12.0,58406002104.0,Enbrel,"13,372","1,831","$76,626,831","$1,325.40",4,ML,$61.43,$20.00,$250.00,3.1%
Top 25 Payer,Cost,2022,Biologic,Commercial,13.0,2751001.0,HumaLOG,"109,335","26,985","$72,937,938",$13.12,51,ML,$20.00,$12.50,$35.00,3.6%
Top 25 Payer,Cost,2022,Biologic,Commercial,14.0,88221905.0,Lantus SoloStar,"134,464","33,594","$64,205,939",$21.50,22,ML,$20.98,$10.00,$36.67,4.8%
Top 25 Payer,Cost,2022,Biologic,Commercial,15.0,2143380.0,Trulicity,"59,980","12,987","$58,212,858",$416.29,2,ML,$30.00,$20.00,$52.50,5.5%
Top 25 Payer,Cost,2022,Biologic,Commercial,16.0,74379902.0,Humira (2 Syringe),"10,206","1,429","$58,054,568","$2,269.08",3,EA,$35.00,$20.00,$225.71,2.4%
Top 25 Payer,Cost,2022,Biologic,Commercial,17.0,74024302.0,Humira (2 Syringe),"8,006","1,117","$53,664,951","$2,721.65",2,EA,$150.00,$20.00,$250.00,4.7%
Top 25 Payer,Cost,2022,Biologic,Commercial,18.0,2879959.0,HumaLOG KwikPen,"85,111","23,675","$49,038,095",$17.19,34,ML,$25.00,$13.45,$37.66,5.3%
Top 25 Payer,Cost,2022,Biologic,Commercial,19.0,57894006003.0,Stelara,"3,945","1,209","$43,151,680","$19,268.44",1,ML,$83.33,$25.00,$166.67,3.5%
Top 25 Payer,Cost,2022,Biologic,Commercial,20.0,50474071079.0,Cimzia,"7,657","1,062","$42,777,901","$4,766.87",1,EA,$150.00,$25.00,$250.00,5.9%
Top 25 Payer,Cost,2022,Biologic,Commercial,21.0,74105001.0,Skyrizi,"2,282",701,"$40,909,420","$17,755.82",1,ML,$100.00,$27.51,$250.00,7.3%
Top 25 Payer,Cost,2022,Biologic,Commercial,22.0,2223680.0,Trulicity,"38,111","7,707","$39,601,750",$415.56,3,ML,$25.00,$15.00,$40.00,6.1%
Top 25 Payer,Cost,2022,Biologic,Commercial,23.0,57894064001.0,Tremfya,"3,251",758,"$37,767,407","$11,153.99",1,ML,$125.00,$29.46,$216.88,6.1%
Top 25 Payer,Cost,2022,Biologic,Commercial,24.0,3218851.0,Orencia ClickJect,"7,381","1,105","$34,624,631","$1,127.25",4,ML,$60.00,$20.00,$250.00,6.5%
Top 25 Payer,Cost,2022,Biologic,Commercial,25.0,58160082311.0,Shingrix,"198,676","140,693","$34,197,839",$172.11,1,EA,$0.00,$0.00,$0.00,99.4%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,1.0,74055402.0,Humira (2 Pen),"42,258","6,162","$320,524,822","$3,115.16",2,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,2.0,2771559.0,Basaglar KwikPen,"426,513","89,460","$155,949,719",$21.62,17,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,3.0,57894006103.0,Stelara,"5,707","1,094","$146,063,716","$24,536.15",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,4.0,58406003204.0,Enbrel SureClick,"20,169","3,106","$134,057,957","$1,574.51",4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,5.0,74433902.0,Humira (2 Pen),"15,945","2,558","$122,458,625","$3,110.93",2,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,6.0,2143480.0,Trulicity,"105,262","23,806","$115,733,927",$429.57,3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,7.0,2143380.0,Trulicity,"105,211","29,090","$112,182,325",$429.74,2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,8.0,78063941.0,Cosentyx Sensoready (300 MG),"12,850","2,077","$95,471,891","$3,090.21",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,9.0,88221905.0,Lantus SoloStar,"151,218","44,385","$69,943,188",$27.92,17,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,10.0,50242092301.0,Hemlibra,"1,398",172,"$66,198,545","$15,791.64",3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,11.0,74210001.0,Skyrizi Pen,"3,209","1,216","$61,583,875","$18,187.80",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,12.0,24591502.0,Dupixent,"15,683","2,935","$54,950,138",$819.48,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,13.0,50242092201.0,Hemlibra,"1,418",178,"$48,908,624","$15,791.75",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,14.0,2879959.0,HumaLOG KwikPen,"71,233","21,411","$48,782,127",$34.50,20,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,15.0,24591401.0,Dupixent,"13,695","2,161","$47,761,842",$816.36,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,16.0,50242092101.0,Hemlibra,"1,556",185,"$47,508,829","$15,794.16",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,17.0,88222033.0,Lantus,"94,116","23,732","$47,104,737",$27.86,18,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,18.0,2144511.0,Taltz,"6,617",983,"$46,046,819","$6,281.11",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,19.0,2751001.0,HumaLOG,"59,166","15,139","$42,302,991",$26.78,27,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,20.0,2223680.0,Trulicity,"36,990","9,576","$40,852,974",$429.95,3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,21.0,74012402.0,Humira (2 Pen),"2,599",517,"$38,068,203","$6,404.48",2,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,22.0,50242010040.0,Pulmozyme,"7,142",989,"$34,425,324",$46.39,104,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,23.0,74379902.0,Humira (2 Syringe),"4,358",808,"$34,237,711","$3,111.95",3,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,24.0,57894064011.0,Tremfya,"2,274",675,"$30,699,521","$12,535.53",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medi-Cal,25.0,74024302.0,Humira (2 Syringe),"3,814",616,"$30,247,773","$3,115.76",3,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biologic,Medicare,1.0,74055402.0,Humira (2 Pen),"28,667","4,114","$223,704,689","$3,207.13",2,EA,$2.67,$0.40,$40.05,20.9%
Top 25 Payer,Cost,2022,Biologic,Medicare,2.0,2143480.0,Trulicity,"156,941","34,700","$207,993,902",$454.37,3,ML,$4.00,$0.89,$47.00,18.6%
Top 25 Payer,Cost,2022,Biologic,Medicare,3.0,88221905.0,Lantus SoloStar,"362,566","90,311","$196,460,916",$28.29,19,ML,$4.00,$1.16,$31.33,16.9%
Top 25 Payer,Cost,2022,Biologic,Medicare,4.0,58406003204.0,Enbrel SureClick,"25,478","3,541","$171,412,066","$1,559.00",4,ML,$5.87,$0.67,$56.50,14.1%
Top 25 Payer,Cost,2022,Biologic,Medicare,5.0,2143380.0,Trulicity,"119,921","30,379","$147,382,712",$455.60,3,ML,$4.00,$1.33,$43.67,18.4%
Top 25 Payer,Cost,2022,Biologic,Medicare,6.0,57894006103.0,Stelara,"5,652","1,104","$137,724,994","$23,355.09",1,ML,$13.30,$0.33,$106.31,15.7%
Top 25 Payer,Cost,2022,Biologic,Medicare,7.0,32301613.0,Creon,"64,000","14,779","$111,173,847",$11.80,147,EA,$2.93,$0.67,$20.00,20.4%
Top 25 Payer,Cost,2022,Biologic,Medicare,8.0,74433902.0,Humira (2 Pen),"15,855","2,239","$108,315,993","$2,804.79",2,EA,$9.46,$0.80,$40.00,13.2%
Top 25 Payer,Cost,2022,Biologic,Medicare,9.0,55513071001.0,Prolia,"67,127","42,316","$100,994,182","$1,498.37",1,ML,$0.67,$0.67,$25.00,16.7%
Top 25 Payer,Cost,2022,Biologic,Medicare,10.0,169633910.0,NovoLOG FlexPen,"127,383","36,140","$95,579,825",$38.23,20,ML,$1.60,$0.00,$5.00,26.5%
Top 25 Payer,Cost,2022,Biologic,Medicare,11.0,78063941.0,Cosentyx Sensoready (300 MG),"15,276","2,148","$90,970,082","$2,827.97",2,ML,$11.88,$0.80,$53.33,13.6%
Top 25 Payer,Cost,2022,Biologic,Medicare,12.0,72511076002.0,Repatha SureClick,"95,009","17,111","$74,118,569",$263.35,3,ML,$40.00,$4.00,$86.07,6.6%
Top 25 Payer,Cost,2022,Biologic,Medicare,13.0,58160082311.0,Shingrix,"376,260","275,397","$73,206,921",$193.95,1,EA,$30.00,$4.00,$47.00,14.8%
Top 25 Payer,Cost,2022,Biologic,Medicare,14.0,2223680.0,Trulicity,"54,579","14,253","$72,961,447",$454.32,3,ML,$4.00,$0.44,$47.00,23.2%
Top 25 Payer,Cost,2022,Biologic,Medicare,15.0,88222033.0,Lantus,"132,750","34,468","$72,196,612",$23.17,23,ML,$9.85,$1.33,$35.00,17.1%
Top 25 Payer,Cost,2022,Biologic,Medicare,16.0,2879959.0,HumaLOG KwikPen,"91,182","30,777","$67,274,376",$31.01,24,ML,$9.85,$1.33,$35.00,17.7%
Top 25 Payer,Cost,2022,Biologic,Medicare,17.0,58406002104.0,Enbrel,"9,860","1,336","$63,376,948","$1,499.19",4,ML,$12.00,$0.89,$50.00,11.2%
Top 25 Payer,Cost,2022,Biologic,Medicare,18.0,2771559.0,Basaglar KwikPen,"159,792","42,351","$59,898,621",$22.94,16,ML,$1.33,$0.31,$4.00,24.5%
Top 25 Payer,Cost,2022,Biologic,Medicare,19.0,24591401.0,Dupixent,"15,516","2,120","$57,272,632",$858.89,4,ML,$20.00,$1.09,$129.49,11.1%
Top 25 Payer,Cost,2022,Biologic,Medicare,20.0,24591502.0,Dupixent,"13,642","2,461","$49,842,077",$858.49,4,ML,$20.00,$1.14,$100.00,16.4%
Top 25 Payer,Cost,2022,Biologic,Medicare,21.0,32122401.0,Creon,"40,469","8,964","$46,138,514",$7.74,147,EA,$4.00,$1.05,$30.00,17.9%
Top 25 Payer,Cost,2022,Biologic,Medicare,22.0,169643810.0,Levemir FlexTouch,"69,802","16,465","$45,492,742",$32.13,20,ML,$3.04,$0.80,$31.67,18.8%
Top 25 Payer,Cost,2022,Biologic,Medicare,23.0,74379902.0,Humira (2 Syringe),"6,301",891,"$42,056,164","$2,789.65",2,EA,$10.92,$0.80,$41.40,14.0%
Top 25 Payer,Cost,2022,Biologic,Medicare,24.0,74210001.0,Skyrizi Pen,"2,178",784,"$41,509,168","$18,672.59",1,ML,$0.80,$0.00,$19.63,39.0%
Top 25 Payer,Cost,2022,Biologic,Medicare,25.0,2318280.0,Trulicity,"30,103","6,863","$40,830,155",$454.32,3,ML,$2.67,$0.00,$44.17,26.2%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,1.0,61314032610.0,Zarxio,"4,129","1,424","$6,281,834",$250.95,6,ML,$20.00,$12.38,$35.00,13.8%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,2.0,61314031810.0,Zarxio,"5,455","1,872","$5,685,063",$274.28,4,ML,$20.00,$12.50,$36.67,13.9%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,3.0,69029110.0,Nivestym,"4,739","1,630","$3,951,579",$213.31,4,ML,$20.00,$5.00,$50.00,23.7%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,4.0,69029210.0,Nivestym,"3,400","1,190","$3,586,422",$177.34,6,ML,$20.00,$5.00,$50.00,22.5%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,5.0,49502025175.0,Semglee (yfgn),"4,694","1,478","$1,896,965",$20.99,19,ML,$0.42,$0.07,$25.00,10.4%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,6.0,67457083306.0,Fulphila,722,218,"$1,755,723","$3,282.95",1,ML,$20.00,$0.05,$48.86,18.3%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,7.0,61314086601.0,Ziextenzo,380,107,"$1,600,765","$5,404.34",1,ML,$50.00,$0.00,$110.84,28.0%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,8.0,61314032601.0,Zarxio,548,301,"$1,270,187",$387.11,6,ML,$20.00,$0.00,$35.00,31.2%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,9.0,49502039475.0,Insulin Glargine-yfgn,"6,127","1,720","$934,140",$9.41,16,ML,$0.33,$0.05,$25.00,13.4%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,10.0,61314031801.0,Zarxio,649,357,"$917,281",$378.89,4,ML,$20.00,$0.04,$61.91,25.0%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,11.0,69029201.0,Nivestym,543,318,"$479,001",$167.46,5,ML,$20.00,$0.00,$35.00,29.2%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,12.0,69029101.0,Nivestym,498,273,"$383,954",$230.95,3,ML,$20.00,$5.00,$35.00,24.2%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,13.0,69029310.0,Nivestym,177,59,"$286,266",$109.05,15,ML,$20.00,$7.50,$35.00,18.6%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,14.0,69130810.0,Retacrit,686,221,"$274,507",$107.48,4,ML,$32.03,$16.25,$64.63,16.3%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,15.0,49502025080.0,Semglee (yfgn),396,121,"$150,511",$22.45,17,ML,$20.00,$0.17,$35.00,8.3%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,16.0,69131110.0,Retacrit,243,79,"$143,930",$210.12,3,ML,$42.70,$10.00,$128.10,20.3%
Top 25 Payer,Cost,2022,Biosimilar,Commercial,17.0,49502039380.0,Insulin Glargine-yfgn,425,175,"$68,147",$9.12,18,ML,$15.00,$0.05,$35.00,17.7%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,1.0,67457083306.0,Fulphila,"1,456",471,"$6,465,450","$6,976.85",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,2.0,69080901.0,Inflectra,"1,128",244,"$6,064,686",$948.50,6,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,3.0,49502039475.0,Insulin Glargine-yfgn,"39,152","11,714","$5,342,274",$10.41,13,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,4.0,49502025175.0,Semglee (yfgn),"5,120","2,150","$2,246,429",$26.70,16,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,5.0,61314032601.0,Zarxio,618,274,"$2,089,419",$550.72,6,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,6.0,61314032610.0,Zarxio,674,333,"$2,073,341",$550.71,6,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,7.0,61314031810.0,Zarxio,"1,020",447,"$2,007,928",$551.93,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,8.0,70114010101.0,Udenyca,361,107,"$1,858,144","$6,975.01",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,9.0,61314031801.0,Zarxio,849,362,"$1,832,315",$551.74,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,10.0,61314086601.0,Ziextenzo,427,120,"$1,814,565","$6,560.25",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,11.0,78206016201.0,Renflexis,352,78,"$1,286,774",$756.04,5,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,12.0,69031501.0,Zirabev,225,55,"$971,529",$153.82,28,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,13.0,69130810.0,Retacrit,"2,082",586,"$908,384",$113.30,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,14.0,49502039380.0,Insulin Glargine-yfgn,"5,797","2,467","$902,594",$10.28,15,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,15.0,63459010450.0,Truxima,84,55,"$871,991",$84.66,123,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,16.0,69029110.0,Nivestym,412,136,"$640,014",$440.93,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,17.0,69029210.0,Nivestym,289,118,"$626,739",$440.13,5,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,18.0,69029201.0,Nivestym,191,79,"$599,692",$439.66,7,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,19.0,69130904.0,Retacrit,368,110,"$487,452",$445.16,3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,20.0,69131110.0,Retacrit,710,233,"$443,434",$224.87,3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,21.0,69029101.0,Nivestym,275,106,"$400,728",$441.57,3,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,22.0,49502025080.0,Semglee (yfgn),653,337,"$266,156",$26.79,15,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medi-Cal,23.0,69130710.0,Retacrit,243,92,"$52,723",$46.45,5,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,1.0,61314031810.0,Zarxio,"2,178",929,"$2,727,410",$406.11,3,ML,$25.00,$5.00,$223.13,10.3%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,2.0,61314032610.0,Zarxio,"1,521",632,"$2,707,304",$373.53,5,ML,$20.00,$5.00,$166.81,11.6%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,3.0,63459010310.0,Truxima,345,105,"$2,539,235",$88.57,83,ML,$177.88,$0.45,$550.12,10.5%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,4.0,69080901.0,Inflectra,469,110,"$2,525,990",$864.18,6,EA,$2.96,$0.14,$308.81,22.5%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,5.0,55513020701.0,Mvasi,304,58,"$2,150,890",$186.26,38,ML,$0.21,$0.00,$264.78,41.4%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,6.0,69130810.0,Retacrit,"5,532","1,615","$2,115,602",$114.67,3,ML,$4.00,$0.45,$88.62,21.7%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,7.0,61314032601.0,Zarxio,804,352,"$2,072,701",$542.31,5,ML,$27.50,$0.64,$320.69,22.4%
Top 25 Payer,Cost,2022,Biosimilar,Medicare,8.0,69031501.0,Zirabev,353,85,"$1,930,223",$162.64,34,ML,$52.14,$0.51,$480.00,21.2%
